product_id,product_name,brand,product_form,ingredient_position,raw_ingredient,normalized_ingredient
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,4,Limnanthes Alba (Meadowfoam) Seed Oil,limnanthes alba (meadowfoam) seed oil
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,5,Betaine,betaine
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,6,Behenyl Alcohol,behenyl alcohol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,7,"1,2-Hexanediol","1,2-hexanediol"
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,8,Carbomer,carbomer
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,9,Tromethamine,tromethamine
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,10,Jojoba Esters,jojoba esters
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,11,Arachidyl Alcohol,arachidyl alcohol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,12,Glyceryl Caprylate,glyceryl caprylate
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,13,Butylene Glycol,butylene glycol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,14,Ethylhexylglycerin,ethylhexylglycerin
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,15,Disodium EDTA,disodium edta
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,16,Arachidyl Glucoside,arachidyl glucoside
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,17,Mentha Arvensis Leaf Extract,mentha arvensis leaf extract
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,18,Fragrance/Parfum,fragrance
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,19,Hydrolyzed Hyaluronic Acid,hydrolyzed hyaluronic acid
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,20,Malachite Extract,malachite extract
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,21,Aureobasidium Pullulans Ferment,aureobasidium pullulans ferment
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,22,Tocopherol,tocopherol
P00025,water bank blue hyaluronic gel moisturizer,laneige,gel_cream,23,Undaria Pinnatifida Extract,undaria pinnatifida extract
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,1,Betula Platyphylla Japonica Juice,betula platyphylla japonica juice
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,2,Butylene Glycol,butylene glycol
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,3,Glycerin,glycerin
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,4,Dimethicone,dimethicone
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,5,Betaine,betaine
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,6,Cetearyl Alcohol,cetearyl alcohol
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,7,"1,2-Hexanediol","1,2-hexanediol"
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,8,Cetearyl Olivate,cetearyl olivate
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,9,Sorbitan Olivate,sorbitan olivate
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,10,Ethylhexylglycerin,ethylhexylglycerin
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,11,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,12,Ethyl Hexanediol,ethyl hexanediol
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,13,Xanthan Gum,xanthan gum
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,14,Allantoin,allantoin
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,15,Panthenol,panthenol
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,16,Water,water
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,17,Sodium Hyaluronate,sodium hyaluronate
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,18,Sodium Lactate,sodium lactate
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,19,Sorbitan Isostearate,sorbitan isostearate
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,20,Polysorbate 60,polysorbate 60
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,21,Tocopherol,tocopherol
P00026,oil-free ultra-moisturizing lotion with birch sap,cosrx,lotion,22,4-Terpineol,4-terpineol
P00027,lipid gold,stratia,lotion,1,Water (Aqua),water
P00027,lipid gold,stratia,lotion,2,Propylene Glycol,propylene glycol
P00027,lipid gold,stratia,lotion,3,Ethoxydiglycol,ethoxydiglycol
P00027,lipid gold,stratia,lotion,4,Niacinamide,niacinamide
P00027,lipid gold,stratia,lotion,5,Polyglyceryl-3 Methylglucose Distearate,polyglyceryl-3 methylglucose distearate
P00027,lipid gold,stratia,lotion,6,Rosa Mosqueta (Rose) Hip Oil,rosa mosqueta (rose) hip oil
P00027,lipid gold,stratia,lotion,7,Hippophae Rhamnoides (Sea Buckthorn) Seed Oil,hippophae rhamnoides (sea buckthorn) seed oil
P00027,lipid gold,stratia,lotion,8,Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil,hippophae rhamnoides (sea buckthorn) fruit oil
P00027,lipid gold,stratia,lotion,9,Panthenol,panthenol
P00027,lipid gold,stratia,lotion,10,Dimethicone,dimethicone
P00027,lipid gold,stratia,lotion,11,Glycerin,glycerin
P00027,lipid gold,stratia,lotion,12,Squalane,squalane
P00027,lipid gold,stratia,lotion,13,Cetyl Alcohol,cetyl alcohol
P00027,lipid gold,stratia,lotion,14,Vaccinium Macrocarpon (Cranberry) Seed Oil,vaccinium macrocarpon (cranberry) seed oil
P00027,lipid gold,stratia,lotion,15,Tocopherol,tocopherol
P00027,lipid gold,stratia,lotion,16,Camellia Sinensis Leaf Extract,camellia sinensis leaf extract
P00027,lipid gold,stratia,lotion,17,Ceramide NP,ceramide np
P00027,lipid gold,stratia,lotion,18,Ceramide AP,ceramide ap
P00027,lipid gold,stratia,lotion,19,Ceramide EOP,ceramide eop
P00027,lipid gold,stratia,lotion,20,Phytosphingosine,phytosphingosine
P00027,lipid gold,stratia,lotion,21,Cholesterol,cholesterol
P00027,lipid gold,stratia,lotion,22,Sodium Hyaluronate,sodium hyaluronate
P00027,lipid gold,stratia,lotion,23,Sodium Lauroyl Lactylate,sodium lauroyl lactylate
P00027,lipid gold,stratia,lotion,24,Carbomer,carbomer
P00027,lipid gold,stratia,lotion,25,Xanthan Gum,xanthan gum
P00027,lipid gold,stratia,lotion,26,Methylparaben,methylparaben
P00027,lipid gold,stratia,lotion,27,Propylparaben,propylparaben
P00027,lipid gold,stratia,lotion,28,Disodium EDTA,disodium edta
P00028,skin balance day cream,eucerin,cream,1,Water,water
P00028,skin balance day cream,eucerin,cream,2,Glycerin,glycerin
P00028,skin balance day cream,eucerin,cream,3,Butyrospermum Parkii (Shea) Butter,butyrospermum parkii butter
P00028,skin balance day cream,eucerin,cream,4,Panthenol,panthenol
P00028,skin balance day cream,eucerin,cream,5,Cetyl Palmitate,cetyl palmitate
P00028,skin balance day cream,eucerin,cream,6,Methyl Palmitate,methyl palmitate
P00028,skin balance day cream,eucerin,cream,7,Vegetable Oil,vegetable oil
P00028,skin balance day cream,eucerin,cream,8,Pentylene Glycol,pentylene glycol
P00028,skin balance day cream,eucerin,cream,9,Methylpropanediol,methylpropanediol
P00028,skin balance day cream,eucerin,cream,10,Sodium Polyacrylate,sodium polyacrylate
P00028,skin balance day cream,eucerin,cream,11,Glycyrrhiza Inflata Root Extract,glycyrrhiza inflata root extract
P00028,skin balance day cream,eucerin,cream,12,4-t-Butylcyclohexanol (Trans-Isomer),4-t-butylcyclohexanol (trans-isomer)
P00028,skin balance day cream,eucerin,cream,13,Caprylyl Glycol,caprylyl glycol
P00028,skin balance day cream,eucerin,cream,14,Sodium Hydroxide,sodium hydroxide
P00028,skin balance day cream,eucerin,cream,15,Pantolactone,pantolactone
P00028,skin balance day cream,eucerin,cream,16,Citric Acid,citric acid
P00029,ultra repair cream intense hydration,first aid beauty,cream,1,Water,water
P00029,ultra repair cream intense hydration,first aid beauty,cream,2,Stearic Acid,stearic acid
P00029,ultra repair cream intense hydration,first aid beauty,cream,3,Glycerin,glycerin
P00029,ultra repair cream intense hydration,first aid beauty,cream,4,C12-15 Alkyl Benzoate,c12-15 alkyl benzoate
P00029,ultra repair cream intense hydration,first aid beauty,cream,5,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
P00029,ultra repair cream intense hydration,first aid beauty,cream,6,Glyceryl Stearate,glyceryl stearate
P00029,ultra repair cream intense hydration,first aid beauty,cream,7,Glyceryl Stearate SE,glyceryl stearate se
P00029,ultra repair cream intense hydration,first aid beauty,cream,8,Cetearylalcohol,cetearyl alcohol
P00029,ultra repair cream intense hydration,first aid beauty,cream,9,Dimethicone,dimethicone
P00029,ultra repair cream intense hydration,first aid beauty,cream,10,Squalane,squalane
P00029,ultra repair cream intense hydration,first aid beauty,cream,11,Hydrogenated Shea Butter,hydrogenated shea butter
P00029,ultra repair cream intense hydration,first aid beauty,cream,12,Phenoxyethanol,phenoxyethanol
P00029,ultra repair cream intense hydration,first aid beauty,cream,13,Caprylyl Glycol,caprylyl glycol
P00029,ultra repair cream intense hydration,first aid beauty,cream,14,Xanthamgum,xanthan gum
P00029,ultra repair cream intense hydration,first aid beauty,cream,15,Allantoin,allantoin
P00029,ultra repair cream intense hydration,first aid beauty,cream,16,Sodium Hydroxide,sodium hydroxide
P00029,ultra repair cream intense hydration,first aid beauty,cream,17,Tetrasodium EDTA,tetrasodium edta
P00029,ultra repair cream intense hydration,first aid beauty,cream,18,Chrysanthemum Parthenium (Feverfew) Extract,chrysanthemum parthenium (feverfew) extract
P00029,ultra repair cream intense hydration,first aid beauty,cream,19,Camellia Sinensis Leaf Extract,camellia sinensis leaf extract
P00029,ultra repair cream intense hydration,first aid beauty,cream,20,Glycyrrhiza Glabra (Licorice) Root Extract,glycyrrhiza glabra (licorice) root extract
P00029,ultra repair cream intense hydration,first aid beauty,cream,21,Ceramide NP,ceramide np
P00029,ultra repair cream intense hydration,first aid beauty,cream,22,Eucalyptus Globulus Leaf Oil,eucalyptus globulus leaf oil
P00030,triple lipid-peptide cream,skinfix,cream,1,Water/Aqua/Eau,water
P00030,triple lipid-peptide cream,skinfix,cream,2,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
P00030,triple lipid-peptide cream,skinfix,cream,3,Glycerin,glycerin
P00030,triple lipid-peptide cream,skinfix,cream,4,Butyrospermum Parkii (Shea) Butter,butyrospermum parkii butter
P00030,triple lipid-peptide cream,skinfix,cream,5,Olus Oil/Vegetable Oil/Huile végétale,olus oil/vegetable oil/huile végétale
P00030,triple lipid-peptide cream,skinfix,cream,6,Cetyl Lactate,cetyl lactate
P00030,triple lipid-peptide cream,skinfix,cream,7,Propanediol,propanediol
P00030,triple lipid-peptide cream,skinfix,cream,8,C12-16 Alcohols,c12-16 alcohols
P00030,triple lipid-peptide cream,skinfix,cream,9,Caprylyl Caprylate/Caprate,caprylyl caprylate/caprate
P00030,triple lipid-peptide cream,skinfix,cream,10,Jojoba Oil/Macadamia Seed Oil Esters,jojoba oil/macadamia seed oil esters
P00030,triple lipid-peptide cream,skinfix,cream,11,Glyceryl Stearate Citrate,glyceryl stearate citrate
P00030,triple lipid-peptide cream,skinfix,cream,12,Palmitic Acid,palmitic acid
P00030,triple lipid-peptide cream,skinfix,cream,13,Hydrogenated Lecithin,hydrogenated lecithin
P00030,triple lipid-peptide cream,skinfix,cream,14,Oryza Sativa (Rice) Bran Extract,oryza sativa (rice) bran extract
P00030,triple lipid-peptide cream,skinfix,cream,15,Dilinoleic Acid/Propanediol Copolymer,dilinoleic acid/propanediol copolymer
P00030,triple lipid-peptide cream,skinfix,cream,16,Squalene,squalene
P00030,triple lipid-peptide cream,skinfix,cream,17,Ophiopogon Japonicus Root Extract,ophiopogon japonicus root extract
P00030,triple lipid-peptide cream,skinfix,cream,18,Xanthan Gum,xanthan gum
P00030,triple lipid-peptide cream,skinfix,cream,19,Phytosteryl Sunflowerseedate,phytosteryl sunflowerseedate
P00030,triple lipid-peptide cream,skinfix,cream,20,Glycine Soja (Soybean) Extract,glycine soja (soybean) extract
P00030,triple lipid-peptide cream,skinfix,cream,21,Pentylene Glycol,pentylene glycol
P00030,triple lipid-peptide cream,skinfix,cream,22,Ceramide NP,ceramide np
P00030,triple lipid-peptide cream,skinfix,cream,23,Ceramide AP,ceramide ap
P00030,triple lipid-peptide cream,skinfix,cream,24,Ceramide EOP,ceramide eop
P00030,triple lipid-peptide cream,skinfix,cream,25,Hydrolyzed Rice Protein,hydrolyzed rice protein
P00030,triple lipid-peptide cream,skinfix,cream,26,Chondrus Crispus Extract,chondrus crispus extract
P00030,triple lipid-peptide cream,skinfix,cream,27,Hydrogenated Vegetable Glycerides,hydrogenated vegetable glycerides
P00030,triple lipid-peptide cream,skinfix,cream,28,Helianthus Annuus (Sunflower) Extract,helianthus annuus (sunflower) extract
P00030,triple lipid-peptide cream,skinfix,cream,29,Sodium Hyaluronate,sodium hyaluronate
P00030,triple lipid-peptide cream,skinfix,cream,30,Citric Acid,citric acid
P00030,triple lipid-peptide cream,skinfix,cream,31,Phytosteryl Macadamiate,phytosteryl macadamiate
P00030,triple lipid-peptide cream,skinfix,cream,32,Tocopherol,tocopherol
P00030,triple lipid-peptide cream,skinfix,cream,33,Rosmarinus Officinalis (Rosemary) Leaf Extract,rosmarinus officinalis (rosemary) leaf extract
P00030,triple lipid-peptide cream,skinfix,cream,34,Aloe Barbadensis Leaf Juice,aloe barbadensis leaf juice
P00030,triple lipid-peptide cream,skinfix,cream,35,Trisodium Ethylenediamine Disuccinate,trisodium ethylenediamine disuccinate
P00030,triple lipid-peptide cream,skinfix,cream,36,Phytosterols,phytosterols
P00030,triple lipid-peptide cream,skinfix,cream,37,Sodium Lauroyl Lactylate,sodium lauroyl lactylate
P00030,triple lipid-peptide cream,skinfix,cream,38,Gluconolactone,gluconolactone
P00030,triple lipid-peptide cream,skinfix,cream,39,Phenethyl Alcohol,phenethyl alcohol
P00030,triple lipid-peptide cream,skinfix,cream,40,Phytosphingosine,phytosphingosine
P00030,triple lipid-peptide cream,skinfix,cream,41,Cholesterol,cholesterol
P00030,triple lipid-peptide cream,skinfix,cream,42,Carbomer,carbomer
P00030,triple lipid-peptide cream,skinfix,cream,43,Potassium Sorbate,potassium sorbate
P00030,triple lipid-peptide cream,skinfix,cream,44,Ethylhexylglycerin,ethylhexylglycerin
P00030,triple lipid-peptide cream,skinfix,cream,45,Hydroxyacetophenone,hydroxyacetophenone
P00030,triple lipid-peptide cream,skinfix,cream,46,Sodium Benzoate,sodium benzoate
P00030,triple lipid-peptide cream,skinfix,cream,47,Phenoxyethanol,phenoxyethanol
P00031,sos recovery cream,tower 28,cream,1,Water/Aqua/Eau,water
P00031,sos recovery cream,tower 28,cream,2,Glycerin,glycerin
P00031,sos recovery cream,tower 28,cream,3,Cetyl Ethylhexanoate,cetyl ethylhexanoate
P00031,sos recovery cream,tower 28,cream,4,Caprylic/Capric Triglyceride,caprylic/capric triglyceride
P00031,sos recovery cream,tower 28,cream,5,Propanediol,propanediol
P00031,sos recovery cream,tower 28,cream,6,"1,2-Hexanediol","1,2-hexanediol"
P00031,sos recovery cream,tower 28,cream,7,Glyceryl Stearate,glyceryl stearate
P00031,sos recovery cream,tower 28,cream,8,Cetearyl Alcohol,cetearyl alcohol
P00031,sos recovery cream,tower 28,cream,9,Microcrystalline Cellulose,microcrystalline cellulose
P00031,sos recovery cream,tower 28,cream,10,Sodium Polyacrylate Starch,sodium polyacrylate starch
P00031,sos recovery cream,tower 28,cream,11,Sclerotium Gum,sclerotium gum
P00031,sos recovery cream,tower 28,cream,12,Triolein,triolein
P00031,sos recovery cream,tower 28,cream,13,Potassium Cetyl Phosphate,potassium cetyl phosphate
P00031,sos recovery cream,tower 28,cream,14,Behenyl Alcohol,behenyl alcohol
P00031,sos recovery cream,tower 28,cream,15,Allantoin,allantoin
P00031,sos recovery cream,tower 28,cream,16,Ceramide NP,ceramide np
P00031,sos recovery cream,tower 28,cream,17,Glyceryl Dioleate,glyceryl dioleate
P00031,sos recovery cream,tower 28,cream,18,Cellulose Gum,cellulose gum
P00031,sos recovery cream,tower 28,cream,19,Sodium Phytate,sodium phytate
P00031,sos recovery cream,tower 28,cream,20,Pentylene Glycol,pentylene glycol
P00031,sos recovery cream,tower 28,cream,21,Sodium Acetylated Hyaluronate,sodium acetylated hyaluronate
P00031,sos recovery cream,tower 28,cream,22,Sodium Hyaluronate,sodium hyaluronate
P00031,sos recovery cream,tower 28,cream,23,Sodium Hyaluronate Crosspolymer,sodium hyaluronate crosspolymer
P00031,sos recovery cream,tower 28,cream,24,Hydrolyzed Sodium Hyaluronate,hydrolyzed sodium hyaluronate
P00031,sos recovery cream,tower 28,cream,25,Ethylhexylglycerin,ethylhexylglycerin
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,1,WATER (AQUA),water
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,2,ISOHEXADECANE,isohexadecane
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,3,STEARYL HEPTANOATE,stearyl heptanoate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,4,GLYCERIN,glycerin
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,5,BUTYLENE GLYCOL,butylene glycol
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,6,ISOPROPYL ISOSTEARATE,isopropyl isostearate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,7,NIACINAMIDE,niacinamide
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,8,CETEARYL OLIVATE,cetearyl olivate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,9,TREHALOSE,trehalose
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,10,SQUALANE,squalane
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,11,DIMETHICONE,dimethicone
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,12,STEARIC ACID,stearic acid
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,13,ALUMINUM STARCH OCTENYLSUCCINATE,aluminum starch octenylsuccinate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,14,POLYMETHYLSILSESQUIOXANE,polymethylsilsesquioxane
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,15,SILICA,silica
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,16,SODIUM HYALURONATE,sodium hyaluronate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,17,PALMITOYL TRIPEPTIDE-1,palmitoyl tripeptide-1
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,18,PALMITOYL TETRAPEPTIDE-7,palmitoyl tetrapeptide-7
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,19,PANTHENOL,panthenol
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,20,SORBITAN OLIVATE,sorbitan olivate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,21,CETEARYL ALCOHOL,cetearyl alcohol
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,22,GLYCERYL STEARATE,glyceryl stearate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,23,PEG-100 STEARATE,peg-100 stearate
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,24,POLYETHYLENE,polyethylene
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,25,DISODIUM EDTA,disodium edta
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,26,POLYACRYLATE-13,polyacrylate-13
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,27,POLYISOBUTENE,polyisobutene
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,28,POLYSORBATE 20,polysorbate 20
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,29,CAPRYLYL GLYCOL,caprylyl glycol
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,30,PHENOXYETHANOL,phenoxyethanol
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,31,ETHYLHEXYLGLYCERIN,ethylhexylglycerin
P00032,holy hydration! face cream fragrance free,e.l.f.,cream,32,CARBOMER,carbomer
P00033,intensive moisture facial cream,curél,cream,1,water/aqua,water
P00033,intensive moisture facial cream,curél,cream,2,glycerin,glycerin
P00033,intensive moisture facial cream,curél,cream,3,cetyl-pg hydroxyethyl palmitamide,cetyl-pg hydroxyethyl palmitamide
P00033,intensive moisture facial cream,curél,cream,4,trisiloxane,trisiloxane
P00033,intensive moisture facial cream,curél,cream,5,dimethicone,dimethicone
P00033,intensive moisture facial cream,curél,cream,6,hydrogenated polydecene,hydrogenated polydecene
P00033,intensive moisture facial cream,curél,cream,7,peg-3 dimethicone,peg-3 dimethicone
P00033,intensive moisture facial cream,curél,cream,8,allantoin,allantoin
P00033,intensive moisture facial cream,curél,cream,9,magnesium sulfate,magnesium sulfate
P00033,intensive moisture facial cream,curél,cream,10,butylene glycol,butylene glycol
P00033,intensive moisture facial cream,curél,cream,11,isostearyl glyceryl ether,isostearyl glyceryl ether
P00033,intensive moisture facial cream,curél,cream,12,peg-12 dimethicone,peg-12 dimethicone
P00033,intensive moisture facial cream,curél,cream,13,succinic acid,succinic acid
P00033,intensive moisture facial cream,curél,cream,14,sodium hydroxide,sodium hydroxide
P00033,intensive moisture facial cream,curél,cream,15,eucalyptus globulus leaf extract,eucalyptus globulus leaf extract
P00033,intensive moisture facial cream,curél,cream,16,tocopherol,tocopherol
P00033,intensive moisture facial cream,curél,cream,17,methylparaben,methylparaben
P00034,essential energy hydrating cream,shiseido,cream,1,WATER(AQUA/EAU),water
P00034,essential energy hydrating cream,shiseido,cream,2,DIMETHICONE,dimethicone
P00034,essential energy hydrating cream,shiseido,cream,3,BUTYLENE GLYCOL,butylene glycol
P00034,essential energy hydrating cream,shiseido,cream,4,ALCOHOL DENAT,alcohol denat
P00034,essential energy hydrating cream,shiseido,cream,5,BETAINE,betaine
P00034,essential energy hydrating cream,shiseido,cream,6,GLYCERIN,glycerin
P00034,essential energy hydrating cream,shiseido,cream,7,ISOHEXADECANE,isohexadecane
P00034,essential energy hydrating cream,shiseido,cream,8,HYDROGENATED POLYDECENE,hydrogenated polydecene
P00034,essential energy hydrating cream,shiseido,cream,9,PPG-3 DIPIVALATE,ppg-3 dipivalate
P00034,essential energy hydrating cream,shiseido,cream,10,SILICA,silica
P00034,essential energy hydrating cream,shiseido,cream,11,BEHENYL ALCOHOL,behenyl alcohol
P00034,essential energy hydrating cream,shiseido,cream,12,STEARYL ALCOHOL,stearyl alcohol
P00034,essential energy hydrating cream,shiseido,cream,13,MYRISTYL MYRISTATE,myristyl myristate
P00034,essential energy hydrating cream,shiseido,cream,14,GLYCERYL STEARATE SE,glyceryl stearate se
P00034,essential energy hydrating cream,shiseido,cream,15,POLYSORBATE 60,polysorbate 60
P00034,essential energy hydrating cream,shiseido,cream,16,PEG-100 STEARATE,peg-100 stearate
P00034,essential energy hydrating cream,shiseido,cream,17,PEG/PPG-14/7 DIMETHYL ETHER,peg/ppg-14/7 dimethyl ether
P00034,essential energy hydrating cream,shiseido,cream,18,PEG/PPG-17/4 DIMETHYL ETHER,peg/ppg-17/4 dimethyl ether
P00034,essential energy hydrating cream,shiseido,cream,19,PHENOXYETHANOL,phenoxyethanol
P00034,essential energy hydrating cream,shiseido,cream,20,DIMETHYLACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE CROSSPOLYMER,dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer
P00034,essential energy hydrating cream,shiseido,cream,21,TITANIUM DIOXIDE (CI 77891),titanium dioxide (ci 77891)
P00034,essential energy hydrating cream,shiseido,cream,22,SORBITAN TRISTEARATE,sorbitan tristearate
P00034,essential energy hydrating cream,shiseido,cream,23,ERYTHRITOL,erythritol
P00034,essential energy hydrating cream,shiseido,cream,24,FRAGRANCE (PARFUM),fragrance
P00034,essential energy hydrating cream,shiseido,cream,25,ALCOHOL,alcohol
P00034,essential energy hydrating cream,shiseido,cream,26,AMINOPROPYL DIMETHICONE,aminopropyl dimethicone
P00034,essential energy hydrating cream,shiseido,cream,27,2-O-ETHYL ASCORBIC ACID,2-o-ethyl ascorbic acid
P00034,essential energy hydrating cream,shiseido,cream,28,CARBOMER,carbomer
P00034,essential energy hydrating cream,shiseido,cream,29,TRISODIUM EDTA,trisodium edta
P00034,essential energy hydrating cream,shiseido,cream,30,XANTHAN GUM,xanthan gum
P00034,essential energy hydrating cream,shiseido,cream,31,CAFFEINE,caffeine
P00034,essential energy hydrating cream,shiseido,cream,32,POTASSIUM HYDROXIDE,potassium hydroxide
P00034,essential energy hydrating cream,shiseido,cream,33,ISOSTEARIC ACID,isostearic acid
P00034,essential energy hydrating cream,shiseido,cream,34,SODIUM METAPHOSPHATE,sodium metaphosphate
P00034,essential energy hydrating cream,shiseido,cream,35,PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE,phytosteryl/octyldodecyl lauroyl glutamate
P00034,essential energy hydrating cream,shiseido,cream,36,ALUMINUM HYDROXIDE,aluminum hydroxide
P00034,essential energy hydrating cream,shiseido,cream,37,LINALOOL,linalool
P00034,essential energy hydrating cream,shiseido,cream,38,TOCOPHEROL,tocopherol
P00034,essential energy hydrating cream,shiseido,cream,39,SODIUM METABISULFITE,sodium metabisulfite
P00034,essential energy hydrating cream,shiseido,cream,40,LIMONENE,limonene
P00034,essential energy hydrating cream,shiseido,cream,41,CITRUS UNSHIU PEEL EXTRACT,citrus unshiu peel extract
P00034,essential energy hydrating cream,shiseido,cream,42,SODIUM HYALURONATE,sodium hyaluronate
P00034,essential energy hydrating cream,shiseido,cream,43,ANGELICA KEISKEI LEAF/STEM EXTRACT,angelica keiskei leaf/stem extract
P00034,essential energy hydrating cream,shiseido,cream,44,ZIZIPHUS JUJUBA FRUIT EXTRACT,ziziphus jujuba fruit extract
P00034,essential energy hydrating cream,shiseido,cream,45,PANAX GINSENG ROOT EXTRACT,panax ginseng root extract
P00034,essential energy hydrating cream,shiseido,cream,46,SODIUM ACETYLATED HYALURONATE,sodium acetylated hyaluronate
P00034,essential energy hydrating cream,shiseido,cream,47,SCUTELLARIA BAICALENSIS ROOT EXTRACT,scutellaria baicalensis root extract
P00034,essential energy hydrating cream,shiseido,cream,48,IRON OXIDES (CI 77491),iron oxides (ci 77491)
P00034,essential energy hydrating cream,shiseido,cream,49,ALPINIA SPECIOSA LEAF EXTRACT,alpinia speciosa leaf extract
P00034,essential energy hydrating cream,shiseido,cream,50,ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT (ROSMARINUS OFFICINALIS LEAF EXTRACT),rosmarinus officinalis (rosemary) leaf extract
P00034,essential energy hydrating cream,shiseido,cream,51,SANGUISORBA OFFICINALIS ROOT EXTRACT,sanguisorba officinalis root extract
P00034,essential energy hydrating cream,shiseido,cream,52,PYROLA INCARNATA EXTRACT,pyrola incarnata extract
P00035,sensibio ar+ cream,bioderma,cream,1,Aqua/Water/Eau,water
P00035,sensibio ar+ cream,bioderma,cream,2,Glycerin,glycerin
P00035,sensibio ar+ cream,bioderma,cream,3,C15-19 Alkane,c15-19 alkane
P00035,sensibio ar+ cream,bioderma,cream,4,C10-18 Triglycerides,c10-18 triglycerides
